event_id,date,artist,venue,min_price,max_price,total_postings,total_tickets,city,state,ticket_vendor,face_value,sold_out,sk_artist_id,days_to_show,num_blogs,num_news,num_reviews,discovery,familiarity,hotttnesss,num_years_active,FV_delta,maxPrice_FV_delta,FV_delta_log
9490874,2016-03-16T18:30:00-0400,Secrets,Masquerade Atlanta,30.81,77.0,4,24.0,Atlanta,GA,Ticketmaster,13.5,0,338659,3,180,24,3,0.45069030832338636,0.520237,0.557526,6,17.31,63.5,2.85128436919
9501051,2016-04-12T20:00:00-0400,The Cult,Variety Playhouse,88.46,165.0,14,50.0,Atlanta,GA,Ticketmaster,38.0,0,397363,30,1531,309,53,0.3349424377913146,0.701355,0.56236,33,50.46,127.0,3.92118094321
9501297,2016-05-13T19:00:00-0400,Flatbush Zombies,Masquerade Atlanta,39.48,73.0,13,61.0,Atlanta,GA,Ticketmaster,20.0,0,5081903,61,1739,234,2,0.4674644148983356,0.521325,0.579203,6,19.48,53.0,2.96938829821
9501663,2016-05-03T19:00:00-0400,Woods,Masquerade Atlanta,49.11,55.0,7,30.0,Atlanta,GA,Ticketmaster,13.0,0,499335,51,1092,121,74,0.4160002095361281,0.543106,0.532437,11,36.11,42.0,3.58656983529
9501826,2016-05-21T18:00:00-0400,Say Anything,Masquerade Atlanta,38.09,68.0,14,80.0,Atlanta,GA,Ticketmaster,19.5,0,235557,69,1222,227,57,0.3462206706357281,0.671825,0.548964,16,18.59,48.5,2.92262380173
9502608,2016-04-06T20:00:00-0400,Beirut,Buckhead Theatre,51.69,144.0,12,57.0,Atlanta,GA,Ticketmaster,30.0,0,355452,24,1532,126,123,0.39431198056175354,0.707912,0.670898,10,21.69,114.0,3.07685132484
9505471,2016-05-02T21:00:00-0400,Parachute,Terminal West,35.54,42.0,4,18.0,Atlanta,GA,Ticketfly,21.0,0,9315,50,223,38,3,0.3939322080113532,0.607437,0.557938,10,14.54,21.0,2.67690347211
9507620,2016-05-06T19:30:00-0400,Boyce Avenue,Center Stage Theatre,49.31,97.0,10,57.0,Atlanta,GA,Ticketmaster,25.0,0,608550,54,228,37,0,0.4280020362602742,0.610056,0.608825,12,24.31,72.0,3.19088778833
9508208,2016-04-06T20:00:00-0400,Tech N9ne,Center Stage Theatre,55.6,57.0,7,40.0,Atlanta,GA,Ticketmaster,30.0,0,283009,24,2214,254,25,0.3811758069433926,0.745693,0.703663,25,25.6,27.0,3.24259235149
9509210,2016-05-18T19:30:00-0400,Magic Man & The Griswolds,Terminal West,51.26,73.0,8,43.0,Atlanta,GA,Ticketfly,22.0,0,699966,66,1060,75,0,0.4699769912353551,0.500253,0.564706,7,29.26,51.0,3.37622139559
9509402,2016-04-20T19:00:00-0400,Denzel Curry,Masquerade Atlanta,31.98,75.0,7,36.0,Atlanta,GA,Ticketmaster,15.0,0,6890294,38,358,24,2,0.5055128480301084,0.463573,0.576538,5,16.98,60.0,2.83203618088
9509422,2016-11-15T20:30:00-0400,Peter Hook and The Light,Terminal West,43.04,60.42,6,35.0,Atlanta,GA,Ticketfly,25.0,0,4154881,247,1441,472,2,0.3466214328199724,0.503933,0.418708,40,18.04,35.42,2.89259151463
9510183,2016-04-22T19:00:00-0400,Bane,Masquerade Atlanta,36.57,70.0,5,33.0,Atlanta,GA,Ticketmaster,12.0,0,21223,40,328,50,1,0.4244506730317898,0.499495,0.509446,14,24.57,58.0,3.20152618653
9511118,2016-04-05T20:00:00-0400,Ace Frehley,Variety Playhouse,63.6,74.1,11,58.0,Atlanta,GA,Ticketmaster,37.5,0,307655,23,1352,345,12,0.36455016935041246,0.6406,0.546269,52,26.1,36.6,3.26193531433
9511127,2016-04-22T21:00:00-0400,Esperanza Spalding,Center Stage Theatre,61.5,59.0,5,29.0,Atlanta,GA,Ticketmaster,34.5,0,560672,40,1143,656,35,0.41028390819950983,0.598612,0.572751,16,27.0,24.5,3.295836866
9511315,2016-05-22T18:00:00-0400,The Summer Set,Masquerade Atlanta,61.5,198.0,8,37.0,Atlanta,GA,Ticketmaster,17.0,0,912614,70,599,273,8,0.4633104781559828,0.520261,0.573158,9,44.5,181.0,3.79548918917
9512296,2016-04-29T21:00:00-0400,Sevendust,Center Stage Theatre,51.99,70.0,8,37.0,Atlanta,GA,Ticketmaster,27.0,0,280948,47,1425,531,31,0.32853976715922073,0.726058,0.580668,22,24.99,43.0,3.21847574485
9512392,2016-05-01T17:30:00-0400,FILTER with Orgy and Vampires Everywhere,Masquerade Atlanta,39.52,99.0,10,52.0,Atlanta,GA,Ticketmaster,21.0,0,188715,49,1065,318,18,0.38748809588976935,0.623617,0.56388,23,18.52,78.0,2.91885122922
9513692,2016-03-25T21:00:00-0400,Anderson East,Terminal West,44.39,198.0,8,32.0,Atlanta,GA,Ticketfly,12.0,1,3742616,12,145,28,1,0.465655425814281,0.442163,0.515465,7,32.39,186.0,3.47784973318
9517660,2016-04-16T20:00:00-0400,Iration,Variety Playhouse,57.59,112.86,10,50.0,Atlanta,GA,Ticketmaster,20.0,0,84879,34,174,47,0,0.46527214110958465,0.519546,0.57498,12,37.59,92.86,3.62673805758
9519082,2016-04-11T20:00:00-0400,Deerhunter,Variety Playhouse,37.88,56.0,11,55.0,Atlanta,GA,Ticketmaster,20.0,0,222485,29,6500,1045,196,0.3964603918446276,0.690543,0.651533,15,17.88,36.0,2.88368276975
9519806,2016-05-01T18:00:00-0400,Beyoncé,Georgia Dome,106.34,9700.0,1939,6294.0,Atlanta,GA,Ticketmaster,45.0,0,553938,49,43910,10774,117,0.3225625410058664,0.848403,0.795543,13,61.34,9655.0,4.11643215869
9521976,2016-10-26T20:00:00-0400,Mana,Philips Arena,70.73,606.9,245,1066.0,Atlanta,GA,Ticketmaster,49.5,0,106220,227,444,75,2,0.5192476139593621,0.628357,0.761751,30,21.23,557.4,3.05541527572
9522580,2016-05-16T19:00:00-0400,Apocalyptica,Masquerade Atlanta,44.47,75.0,12,62.0,Atlanta,GA,Ticketmaster,25.0,0,216253,64,828,171,24,0.37398333560613706,0.675666,0.59728,23,19.47,50.0,2.96887481938
9522672,2016-05-02T19:00:00-0400,The Spill Canvas,Masquerade Atlanta,31.24,53.0,9,46.0,Atlanta,GA,Ticketmaster,15.0,0,520329,50,171,20,16,0.3749282114736477,0.603428,0.52753,14,16.24,38.0,2.78747733473
9523589,2016-05-10T19:00:00-0400,The Sonics with The Woggles and  Barrence Whitfield and The Savages,Terminal West,66.2,64.38,8,45.0,Atlanta,GA,Ticketfly,30.0,0,62227,58,1961,2018,16,0.3356211516689812,0.678825,0.53923,56,36.2,34.38,3.58905911883
9524101,2016-05-06T19:00:00-0400,Freddie Gibbs,Masquerade Atlanta,39.69,64.0,9,40.0,Atlanta,GA,Ticketmaster,20.0,0,2793016,54,6598,1701,30,0.5106591391120934,0.578837,0.690626,13,19.69,44.0,2.98011089265
9524270,2016-05-24T20:00:00-0400,The Neighbourhood,Buckhead Theatre,57.43,144.0,12,48.0,Atlanta,GA,Ticketmaster,34.0,0,681887,72,393,95,0,0.34784808663261135,0.291233,0.36339,23,23.43,110.0,3.15401725252
9527381,2016-03-26T20:00:00-0400,Rusted Root,Variety Playhouse,56.74,53.0,10,44.0,Atlanta,GA,Ticketmaster,25.0,0,512687,13,272,68,11,0.42859165117408177,0.565209,0.567405,26,31.74,28.0,3.4575777151
9528388,2016-06-21T20:00:00-0400,The Wombats,Center Stage Theatre,41.31,125.0,10,56.0,Atlanta,GA,Ticketmaster,20.0,0,470480,100,1552,239,40,0.3862853367876988,0.673724,0.614675,13,21.31,105.0,3.05917644611
9528641,2016-05-26T20:00:00-0400,Sam Beam,Buckhead Theatre,91.0,75.0,1,2.0,Atlanta,GA,Ticketmaster,35.0,0,625595,74,740,155,0,0.3216275931879802,0.455966,0.362932,14,56.0,40.0,4.02535169074
9529178,2016-04-10T19:30:00-0400,The Melvins and Napalm Death,Masquerade Atlanta,42.6,156.0,6,34.0,Atlanta,GA,Ticketmaster,22.0,0,207184,28,3986,881,186,0.3412691348437853,0.71194,0.585477,33,20.6,134.0,3.0252910758
9531704,2016-03-24T19:00:00-0400,Skinny Lister,Masquerade Atlanta,32.0,198.0,8,39.0,Atlanta,GA,Ticketmaster,15.0,0,904039,11,220,82,3,0.44527147540591294,0.484306,0.522931,7,17.0,183.0,2.83321334406
9532998,2016-04-26T20:30:00-0400,Joy Formidable,Terminal West,49.69,60.0,5,24.0,Atlanta,GA,Ticketfly,18.0,0,1195278,44,2286,500,58,0.4191544927234303,0.562696,0.552757,9,31.69,42.0,3.4560011737
9533864,2016-05-13T20:00:00-0400,Juan de Marcos and the Afro-Cuban All Stars,Variety Playhouse,100.7,199.0,3,13.0,Atlanta,GA,Ticketmaster,30.0,0,299887,61,44,18,1,0.4272243625168502,0.467681,0.49007,26,70.7,169.0,4.2584455729
9535485,2016-03-15T21:00:00-0400,XXYYXX,Terminal West,83.92,69.0,1,4.0,Atlanta,GA,Ticketfly,15.0,0,4971388,2,1455,106,1,0.4691244997707493,0.535486,0.5936,5,68.92,54.0,4.23294641166
9536046,2016-05-18T18:00:00-0400,Otep,Masquerade Atlanta,72.11,59.0,2,8.0,Atlanta,GA,Ticketmaster,16.0,0,105933,66,450,113,11,0.4158893484672027,0.586956,0.569762,16,56.11,43.0,4.02731404976
9536225,2016-11-11T19:00:00-0400,Streetlight Manifesto,Masquerade Atlanta,76.37,100.0,10,46.0,Atlanta,GA,Ticketmaster,19.5,0,22900,243,384,82,15,0.42215910562936654,0.593816,0.584763,14,56.87,80.5,4.04076796132
9536590,2016-06-12T20:30:00-0400,Oh Wonder,Terminal West,74.46,150.0,5,24.0,Atlanta,GA,Ticketfly,18.0,0,8418168,91,665,10,1,0.4957310537230005,0.473941,0.573695,2,56.46,132.0,4.03353242283
9537481,2016-05-01T18:30:00-0400,Enter Shikari,Masquerade Atlanta,60.32,49.02,2,14.0,Atlanta,GA,Ticketmaster,21.0,0,188715,49,1065,318,18,0.38748809588976935,0.623617,0.56388,23,39.32,28.02,3.67173329528
9537543,2016-05-02T20:30:00-0400,Lupe Fiasco,Variety Playhouse,107.41,121.0,7,37.0,Atlanta,GA,Ticketmaster,45.0,0,268664,50,8928,941,84,0.303031738251826,0.770208,0.593047,16,62.41,76.0,4.13372551895
9537676,2016-06-05T20:00:00-0400,Cyndi Lauper,Symphony Hall Atlanta,104.81,337.05,27,108.0,Atlanta,GA,Ticketmaster,35.5,0,362622,84,3215,551,38,0.475769856233892,0.751473,0.890075,36,69.31,301.55,4.23858919593
9537696,2016-05-17T18:30:00-0400,Insane Clown Posse,Masquerade Atlanta,61.21,57.0,6,31.0,Atlanta,GA,Ticketmaster,22.5,0,48999,65,1290,363,21,0.36305411733574966,0.668802,0.572419,27,38.71,34.5,3.65609796459
9541570,2016-05-02T20:00:00-0400,Father,Center Stage Theatre,108.7,90.0,2,7.0,Atlanta,GA,Ticketmaster,20.0,0,234137,50,2102,203,3,0.43119166457151614,0.519498,0.532826,2,88.7,70.0,4.48525988932
9426931,2016-07-06T19:00:00-0500,Twenty One Pilots,Austin360 Amphitheater,105.15,5000.0,169,821.0,Austin,TX,Ticketmaster,22.5,0,3123851,115,852.0,265.0,10.0,0.5725633529624048,0.586834,0.78425,7.0,82.65,4977.5,4.41461482427
9434930,2016-04-27T20:00:00-0500,Bonnie Raitt,ACL Live at The Moody Theater,158.06,394.69,19,49.0,Austin,TX,Ticketfly,49.0,0,135398,45,2254.0,721.0,66.0,0.3160628076798648,0.7288680000000001,0.562017,45.0,109.06,345.69,4.6918981895
9452460,2016-08-07T19:00:00-0500,Dixie Chicks,Austin360 Amphitheater,222.55,980.0,70,223.0,Austin,TX,Ticketmaster,47.5,0,61008,147,982.0,502.0,49.0,0.3921856270337113,0.710058,0.6702229999999999,27.0,175.05,932.5,5.1650716474
9463287,2016-04-12T20:00:00-0500,Savages,Emos,41.25,53.58,3,18.0,Austin,TX,Front Gate Tickets,20.0,0,242996,30,13.0,5.0,56.0,0.5766377255391132,0.340308,0.602402,6.0,21.25,33.58,3.05635689537
9469922,2016-05-05T20:00:00-0500,The 1975,Austin360 Amphitheater,60.3,312.12,86,341.0,Austin,TX,Ticketmaster,29.5,0,66370,53,3924.0,835.0,19.0,0.5244385524759299,0.626937,0.7675,14.0,30.8,282.62,3.42751468998
9483192,2016-04-29T19:30:00-0500,Blue October,Stubbs BarBQ,67.27,115.0,18,78.0,Austin,TX,ShowClix,50.0,0,500273,47,292.0,33.0,24.0,0.4344212483414914,0.607631,0.6154810000000001,21.0,17.27,65.0,2.84897089216
9500569,2016-05-19T19:30:00-0500,Florence and the Machine,Austin360 Amphitheater,39.46,600.0,250,984.0,Austin,TX,Ticketmaster,30.5,0,595947,67,7127.0,1667.0,75.0,0.4420856421360172,0.740166,0.805952,9.0,8.96,569.5,2.19277022699
9501834,2016-04-11T20:00:00-0500,Beach House,ACL Live at The Moody Theater,56.78,8000.0,62,229.0,Austin,TX,Ticketfly,29.5,0,273059,29,10212.0,4223.0,139.0,0.4197670467809197,0.703756,0.708198,12.0,27.28,7970.5,3.30615383298
9503052,2016-03-20T20:00:00-0500,Robert Plant & The Sensational Space Shifters,ACL Live at The Moody Theater,155.9,371.0,30,78.0,Austin,TX,Ticketfly,51.0,0,39257,7,4399.0,1629.0,91.0,0.3381456182343785,0.713026,0.5814239999999999,51.0,104.9,320.0,4.6530075154
9507665,2016-06-19T20:00:00-0500,The Avett Brothers,ACL Live at The Moody Theater,108.7,500.0,94,294.0,Austin,TX,Ticketfly,65.0,1,348455,98,2884.0,1242.0,72.0,0.3697036147346505,0.678902,0.594076,16.0,43.7,435.0,3.7773481021
9509201,2016-08-13T19:00:00-0500,Hank Williams Jr and Chris Stapleton,Austin360 Amphitheater,82.74,9999.0,441,1476.0,Austin,TX,Ticketmaster,29.5,0,336551,153,859.0,456.0,39.0,0.3480764407495435,0.686504,0.567542,59.0,53.24,9969.5,3.97480999353
9509251,2016-06-21T20:00:00-0500,Gordon Lightfoot,ACL Live at The Moody Theater,137.82,273.9,26,69.0,Austin,TX,Ticketfly,29.0,0,496846,100,782.0,157.0,25.0,0.3609053119782039,0.657622,0.55747,58.0,108.82,244.9,4.68969514106
9510028,2016-04-08T20:00:00-0500,Lissie,Emos,67.05,54.72,2,8.0,Austin,TX,Front Gate Tickets,20.0,0,582389,26,1133.0,222.0,29.0,0.43737386288348623,0.564642,0.578523,10.0,47.05,34.72,3.85121086603
9510157,2016-04-22T20:00:00-0500,Jonny Lang,ACL Live at The Moody Theater,75.66,207.9,26,82.0,Austin,TX,Ticketfly,29.0,0,1053,40,433.0,131.0,20.0,0.3864638442676267,0.608358,0.548194,21.0,46.66,178.9,3.84288726659
9511022,2016-07-23T19:30:00-0500,Brand New and Modest Mouse,Austin360 Amphitheater,44.93,5495.0,276,967.0,Austin,TX,Ticketmaster,25.0,0,535518,132,5540.0,1275.0,237.0,0.3179748089304461,0.773091,0.626792,24.0,19.93,5470.0,2.99222613422
9511109,2016-05-13T20:00:00-0500,J Boog,The Parish,99.98,80.28,1,8.0,Austin,TX,Front Gate Tickets,15.0,0,1077783,61,204.0,10.0,0.0,0.4856292142973842,0.46267299999999995,0.553162,10.0,84.98,65.28,4.44241593469
9511298,2016-04-18T18:00:00-0500,The Summer Set,The Sidewinder,76.49,62.7,1,6.0,Austin,TX,Ticketfly,17.0,0,912614,36,599.0,273.0,8.0,0.4633104781559828,0.520261,0.573158,9.0,59.49,45.7,4.0858082312
9519290,2016-05-21T20:00:00-0500,Lucius,Emos,38.3,79.35,10,48.0,Austin,TX,Front Gate Tickets,20.0,0,598452,69,1428.0,280.0,8.0,0.4438013392162591,0.534077,0.560377,5.0,18.3,59.35,2.90690105985
9522704,2016-05-07T20:00:00-0500,Gipsy Kings,ACL Live at The Moody Theater,106.34,334.0,13,44.0,Austin,TX,Ticketfly,51.5,0,178419,55,360.0,67.0,9.0,0.3893811984917301,0.629954,0.5728,38.0,54.84,282.5,4.00441985469
9527117,2016-06-18T20:00:00-0500,Bruce Robison and Kelly Willis with John Fullbright,ACL Live at The Moody Theater,78.02,99.0,11,35.0,Austin,TX,Ticketfly,29.0,0,5361118,97,167.0,38.0,16.0,0.4296388156408809,0.45229899999999995,0.48234099999999996,26.0,49.02,70.0,3.8922283781
9529588,2016-04-09T20:00:00-0500,Widespread Panic,ACL Live at The Moody Theater,127.96,350.0,77,250.0,Austin,TX,Ticketfly,49.0,0,377326,27,1205.0,1424.0,24.0,0.3759344360716414,0.641616,0.564333,30.0,78.96,301.0,4.36894139513
9529670,2016-04-08T20:00:00-0500,Widespread Panic,ACL Live at The Moody Theater,142.07,999.0,51,180.0,Austin,TX,Ticketfly,49.0,0,377326,26,1205.0,1424.0,24.0,0.3759344360716414,0.641616,0.564333,30.0,93.07,950.0,4.5333518982
9529671,2016-04-10T20:00:00-0500,Widespread Panic,ACL Live at The Moody Theater,93.75,1000.0,61,209.0,Austin,TX,Ticketfly,49.0,0,377326,28,1205.0,1424.0,24.0,0.3759344360716414,0.641616,0.564333,30.0,44.75,951.0,3.80109144472
9531488,2016-06-23T20:00:00-0500,John Carpenter,ACL Live at The Moody Theater,153.93,343.85,6,30.0,Austin,TX,Ticketfly,45.0,0,270933,102,708.0,82.0,19.0,0.38121788395521217,0.5760930000000001,0.5133409999999999,46.0,108.93,298.85,4.69070547409
9533470,2016-08-12T19:00:00-0500,Zac Brown Band,Austin360 Amphitheater,63.74,349.0,90,368.0,Austin,TX,Ticketmaster,39.5,0,514278,152,1705.0,1913.0,68.0,0.4876632991948911,0.674451,0.777054,14.0,24.24,309.5,3.1880041612
9535022,2016-06-24T18:30:00-0500,Slipknot with Marilyn Manson and Of Mice and Men,Austin360 Amphitheater,40.78,380.0,169,801.0,Austin,TX,Ticketmaster,30.0,0,1012485,103,7784.0,2866.0,71.0,0.2827076686161463,0.824148,0.642841,21.0,10.78,350.0,2.37769256548
9535310,2016-04-14T21:00:00-0500,Dierks Bentley and Kacey Musgraves,ACL Live at The Moody Theater,145.74,350.0,32,116.0,Austin,TX,Ticketfly,99.0,0,407954,32,1630.0,1950.0,37.0,0.4618049627685583,0.67781,0.740536,13.0,46.74,251.0,3.84460032911
9537501,2016-05-05T20:00:00-0500,Sturgill Simpson,ACL Live at The Moody Theater,102.8,400.0,71,258.0,Austin,TX,Ticketfly,39.5,0,6140284,53,829.0,188.0,14.0,0.4493862867239735,0.546937,0.578508,12.0,63.3,360.5,4.14788532915
9537502,2016-05-06T20:00:00-0500,Sturgill Simpson,ACL Live at The Moody Theater,118.14,350.0,76,232.0,Austin,TX,Ticketfly,39.5,0,6140284,54,829.0,188.0,14.0,0.4493862867239735,0.546937,0.578508,12.0,78.64,310.5,4.36488047584
9537650,2016-08-02T18:30:00-0500,Rob Zombie with Korn,Austin360 Amphitheater,40.26,368.0,126,484.0,Austin,TX,Ticketmaster,25.0,0,202975,142,5463.0,1919.0,99.0,0.2802007113022837,0.815485,0.620417,23.0,15.26,343.0,2.72523502586
9540612,2016-05-10T20:30:00-0500,Todd Rundgren,ACL Live at The Moody Theater,131.12,109.0,1,6.0,Austin,TX,Ticketfly,50.0,0,591959,58,2452.0,298.0,85.0,0.3255032057142828,0.681822,0.5259729999999999,49.0,81.12,59.0,4.39592953984
9540795,2016-04-28T20:00:00-0500,Harry Connick Jr.,ACL Live at The Moody Theater,119.32,492.0,50,176.0,Austin,TX,Ticketfly,49.0,0,186299,46,755.0,373.0,54.0,0.4228916346571497,0.674072,0.673365,39.0,70.32,443.0,4.25305625338
9352330,2016-08-18T20:00:00-0400,Janet Jackson,TD Garden,48.51,5000.0,322,1119.0,Boston,MA,Ticketmaster,26.0,0,410449,158,6823,4132,59,0.3601373449252699,0.795111,0.752127,43,22.51,4974.0,3.11395965492
9403908,2016-04-06T18:00:00-0400,Skizzy Mars,Paradise Rock Club,40.65,85.0,10,52.0,Boston,MA,Ticketmaster,17.0,0,4516073,24,352,10,0,0.4472259265162168,0.455172,0.504101,6,23.65,68.0,3.16336311494
9408910,2016-05-28T19:30:00-0400,Selena Gomez,TD Garden,61.5,2199.0,385,1411.0,Boston,MA,Ticketmaster,37.0,0,1059348,76,9474,2202,7,0.4399476127099588,0.770825,0.862321,8,24.5,2162.0,3.19867311755
9422598,2016-04-24T19:00:00-0400,Robin Trower,Wilbur Theatre,99.65,167.36,10,34.0,Boston,MA,Ticketmaster,40.0,0,243623,42,521,31,38,0.3834120181241286,0.61476,0.549685,54,59.65,127.36,4.08849414854
9425610,2016-07-20T19:00:00-0400,Demi Lovato and Nick Jonas,TD Garden,47.32,1617.0,268,1030.0,Boston,MA,Ticketmaster,25.45,0,976211,129,6062,1776,13,0.42707395045850144,0.769929,0.835224,14,21.87,1591.55,3.08511583469
9426787,2016-03-26T19:30:00-0400,Joe Satriani,Orpheum Theatre - MA,87.44,500.0,18,68.0,Boston,MA,Ticketmaster,33.5,0,217121,13,2292,483,43,0.33065216015726456,0.749976,0.61644,46,53.94,466.5,3.98787231771
9426920,2016-06-14T19:00:00-0400,Twenty One Pilots,Agganis Arena,119.32,9999.99,111,342.0,Boston,MA,Ticketmaster,32.5,0,3123851,93,852,265,10,0.5725633529624048,0.586834,0.78425,7,86.82,9967.49,4.46383700987
9430936,2016-06-15T19:00:00-0400,Twenty One Pilots,Agganis Arena,119.32,1111.0,55,217.0,Boston,MA,Ticketmaster,32.5,0,3123851,94,852,265,10,0.5725633529624048,0.586834,0.78425,7,86.82,1078.5,4.46383700987
